Close
7343.1
7376.8
7372.5
7759.1
8155.7
8059.6
7842.4
8187.1
8024.1
8187.6
8111.4
8829.2
8818.3
8726.9
8913.1
8916.3
8706.2
8641.9
8732.6
8678.5
8405.1
8439.9
8341.6
8607.8
8866.6
9377.3
9298.9
9507.3
9349.1
9381.6
9334.9
9296.6
9193.9
9611.8
9772.0
9818.6
9895.5
10151.5
9854.1
10229.5
10317.7
10235.1
10333.0
9907.7
9932.3
9701.4
10158.4
9609.4
9602.4
9684.5
9655.7
9942.7
9662.7
9317.2
8800.3
8818.6
8697.5
8543.7
8540.0
8904.8
8761.4
8757.9
9060.3
9134.8
8887.8
8034.1
7933.0
7891.2
7935.1
4826.0
5584.3
5182.7
5366.3
5030.0
5261.1
5361.4
6172.0
6205.3
6186.2
5822.1
6468.9
6744.6
6678.9
6725.1
6373.4
6233.7
5890.4
6391.0
6412.5
6638.5
6800.5
6735.9
6857.4
6772.7
7332.3
7185.2
7361.2
7289.0
6863.1
6867.8
6917.6
6841.3
6850.9
6629.1
7085.6
7035.8
7230.8
7122.9
6833.5
6842.5
7112.9
7488.5
7503.8
7540.4
7678.9
7766.0
7746.9
8770.9
8629.0
8821.6
8966.3
8885.5
8874.7
9001.0
9151.4
9979.8
9806.2
9554.6
8738.8
8579.8
8813.8
9298.7
9778.4
9318.0
9379.5
9677.7
9730.7
9773.3
9512.3
9059.0
9169.7
9177.0
8728.2
8898.2
8842.5
9199.1
9572.2
9424.8
9692.5
9454.8
10189.3
9527.6
9667.2
9794.4
9631.2
9669.6
9742.6
9777.9
9768.8
9878.8
9283.2
9466.6
9471.3
9345.3
9425.4
9523.5
9464.6
9388.1
9314.0
9358.8
9296.4
9683.7
9624.6
9302.0
9247.5
9160.0
9008.3
9124.0
9185.4
9135.4
9229.9
9085.1
9067.1
9134.4
9081.0
9339.0
9256.0
9429.9
9235.7
9285.1
9233.3
9300.8
9243.6
9253.4
9198.7
9135.3
9155.8
9170.2
9208.0
9162.4
9387.3
9513.7
9599.6
9546.4
9704.1
9932.5
11022.8
10908.5
11105.9
11096.2
11333.4
11803.1
11066.8
11224.4
11184.7
11735.1
11757.1
11592.0
11764.3
11681.2
